date	open	high	low	close	volume	split	dividend	absoluteChange	percentChange
11/9/11	22.97461772	23.11286288	22.51667976	22.637646	62950900				
11/10/11	22.8709334	22.89685524	22.56852384	22.706769	32514400				
11/11/11	22.96597736	23.39799348	22.95733703	23.251108	37903000				
11/14/11	23.22518701	23.32887175	23.02646045	23.121504	34199200				
11/15/11	23.1215022	23.45230857	22.9822169	23.2782	43874200		$0.20 		
11/16/11	23.04315353	23.07797595	22.66882372	22.694939	53262800				
11/17/11	22.64270724	22.66882427	22.14650115	22.233555	70977500				
11/18/11	22.18132181	22.19873258	21.89404409	22.024624	47626200				
11/21/11	21.97239224	21.98109763	21.67640915	21.763463	61882500				
11/22/11	21.66770311	21.72864081	21.45877474	21.580651	49204500				
11/23/11	21.42395414	21.58065107	21.302077	21.302077	49099700				
11/25/11	21.22372908	21.47618614	21.154086	21.154086	26164600				
11/28/11	21.7112317	21.73734611	21.49359707	21.650294	46766700				
11/29/11	21.60676623	21.79828558	21.54582853	21.624177	40917100				
11/30/11	22.08556378	22.27708139	21.88533817	22.268376	81350900				
12/1/11	22.25096405	22.31190175	21.93757192	22.007215	48545400				
12/2/11	22.27708113	22.30319816	21.90274956	21.954981	52293800				
12/5/11	22.44248408	22.45989311	22.19873242	22.372841	56818400				
12/6/11	22.46859891	22.52083296	22.29449294	22.338019	46175300				
12/7/11	22.3467247	22.42507317	22.05944698	22.285787	62667000				
12/8/11	22.18132108	22.39024945	22.08556272	22.111678	60522200				
12/9/11	22.21614319	22.52083255	22.19873242	22.372841	53788500				
12/12/11	22.12038415	22.25967031	22.01592039	22.207438	38945900				
12/13/11	22.41636761	22.72105611	22.32931376	22.425073	54581100				
12/14/11	22.39025014	22.51212727	22.25967023	22.277081	47926400				
12/15/11	22.39025017	22.52953633	22.23355497	22.250964	46213900				
12/16/11	22.34672428	22.78199355	22.31190187	22.634002	101408100				
12/19/11	22.651412	22.73846672	22.16390956	22.224849	52258300				
12/20/11	22.51212745	22.72105583	22.46859878	22.660119	60767600				
12/21/11	22.64270764	22.79940545	22.14650154	22.425073	64132500				
12/22/11	22.47730526	22.51212767	22.18132215	22.468599	35794100				
12/23/11	22.5556535	22.66882439	22.39895657	22.660119	23205800				
12/27/11	22.59917918	22.75587611	22.57306389	22.668824	21287200				
12/28/11	22.72976205	22.76458272	22.42507269	22.477305	29822500				
12/29/11	22.59047617	22.67752829	22.5121277	22.651413	22616900				
12/30/11	22.63400241	22.73846791	22.55565394	22.59918	27395700				
1/3/12	23.11279765	23.46971845	22.97351148	23.304317	64731500				
1/4/12	23.34784267	23.91369182	23.313022	23.852755	80516100				
1/5/12	23.83534457	24.14003393	23.75699784	24.096507	56081400				
1/6/12	23.96592665	24.54048208	23.96592665	24.470839	99455500				
1/9/12	24.41860508	24.46213287	24.13132736	24.148739	59706800				
1/10/12	24.31414147	24.50565995	24.15744453	24.235793	60014400				
1/11/12	23.87887269	24.3576689	23.82664125	24.131328	65582400				
1/12/12	24.26190986	24.39248977	24.07039051	24.375079	49370800				
1/13/12	24.31414166	24.592714	24.19226714	24.592714	60196100				
1/17/12	24.72329439	24.94092903	24.52307053	24.601419	72395300				
1/18/12	24.64494421	24.72329355	24.34896112	24.575302	64860600				
1/19/12	24.51436467	24.75811633	24.40119553	24.479544	74053500				
1/20/12	25.08892057	25.88981603	25.02798288	25.863699	165902900				
1/23/12	25.7244122	26.07262934	25.55030536	25.88111	76078100				
1/24/12	25.65477014	25.74182487	25.40231483	25.541601	51703300				
1/25/12	25.30655598	25.81146834	25.30655598	25.733119	59231700				
1/26/12	25.77664711	25.85499558	25.59383315	25.680887	49102800				
1/27/12	25.63736035	25.70700343	25.39360869	25.445841	44187700				
1/30/12	25.21949962	25.78535139	25.0976251	25.776646	51114800				
1/31/12	25.82017214	25.85499455	25.44584058	25.707003	50572400				
2/1/12	25.93334389	26.15968217	25.90722686	26.020396	67409900				
2/2/12	26.0291022	26.26414761	25.86369901	26.07263	52223300				
2/3/12	26.23803028	26.46437116	26.19450422	26.325085	41838500				
2/6/12	26.15097784	26.30767303	26.0900384	26.290264	28039700				
2/7/12	26.24673729	26.5427204	26.15968256	26.420845	39242400				
2/8/12	26.34249559	26.69941639	26.30767318	26.690711	49659100				
2/9/12	26.70812253	26.81258629	26.53401482	26.786471	50481600				
2/10/12	26.67329952	26.81258569	26.42955048	26.551425	44605300				
2/13/12	26.66459406	26.78647032	26.49048722	26.621068	33319800				
2/14/12	26.57725456	26.69116872	26.15664519	26.507153	59644000		$0.20 		
2/15/12	26.57725434	26.62982963	26.31437436	26.331898	43311300				
2/16/12	26.55972812	27.64630232	26.55096543	27.418474	94705100				
2/17/12	27.3396094	27.44476087	27.12054203	27.383422	70036500				
2/21/12	27.32208305	27.69887982	27.29579497	27.549914	50829900				
2/22/12	27.55867739	27.7602185	27.32208374	27.400948	49253200				
2/23/12	27.33961018	27.68135442	27.1643554	27.488576	35034700				
2/24/12	27.584964	27.60248939	27.37465932	27.584964	35575400				
2/27/12	27.37466035	27.60249043	27.25198262	27.47105	34568400				
2/28/12	27.52362515	27.97928529	27.49733619	27.92671	45230600				
2/29/12	27.94423355	28.04062407	27.69887984	27.812794	59323600				
3/1/12	27.97928609	28.3823692	27.90918453	28.294744	77344100				
3/2/12	28.31226911	28.4261824	28.04062469	28.110728	47314200				
3/5/12	28.04938572	28.08443738	27.70764324	27.86537	45240000				
3/6/12	27.63754236	28.02310009	27.59372801	27.655066	51932900				
3/7/12	27.75145618	27.97052356	27.62877932	27.900422	34340400				
3/8/12	28.07567671	28.22464078	27.9529981	28.049386	36747400				
3/9/12	28.12824989	28.18082782	27.97052313	28.031862	34628400				
3/12/12	28.01433538	28.21587912	27.88289583	28.075676	34073600				
3/13/12	28.2509316	28.64525027	28.17206735	28.627724	48951700				
3/14/12	28.50504743	28.81174353	28.46999928	28.715353	41986900				
3/15/12	28.73287846	28.86431713	28.54886273	28.785452	49068300				
3/16/12	28.83803031	28.87308197	28.4787598	28.566385	65626400				
3/19/12	28.51381063	28.5751495	28.1720664	28.215879	44789200				
3/20/12	28.12824989	28.17206688	27.81279462	28.031862	41566800				
3/21/12	28.0055726	28.17206643	27.88289574	27.96176	37928600				
3/22/12	27.87413291	28.11948926	27.85660927	28.040625	31749500				
3/23/12	28.12825026	28.13701558	27.79526871	28.049386	35912200				
3/26/12	28.20711531	28.57515027	28.17206716	28.557624	36758300				
3/27/12	28.61020179	28.65401439	28.39113441	28.496285	36274900				
3/28/12	28.49628482	28.65401421	28.07567632	28.207115	41344800				
3/29/12	28.09320158	28.20711487	27.87413245	28.145776	37038500				
3/30/12	28.39113424	28.39989518	28.07567633	28.268453	31749400				
4/2/12	28.23340513	28.44370807	27.99681236	28.294744	35853600				
4/3/12	28.18082742	28.20711462	27.74269266	27.988049	42752100				
4/4/12	27.74269316	27.76898212	27.20816788	27.348371	49455900				
4/5/12	27.29579627	27.71640477	27.20816844	27.620016	50368600				
4/9/12	27.35713347	27.51486286	27.13806609	27.251982	31056400				
4/10/12	27.21693103	27.33084782	26.55096618	26.699932	54131300				
4/11/12	26.66488156	26.75250939	26.48962766	26.59478	43014000				
4/12/12	26.70869425	27.19940605	26.65611808	27.146829	38304000				
4/13/12	27.06796456	27.30455821	26.91899874	26.997863	39749200				
4/16/12	27.15559274	27.33084752	26.96281345	27.234457	38124800				
4/17/12	27.40094731	27.69887982	27.33960932	27.549914	34361500				
4/18/12	27.40971149	27.43599782	27.1994068	27.287032	40552900				
4/19/12	27.27826947	27.76021858	27.11178001	27.173118	54781200				
4/20/12	28.17206674	28.82050355	28.08443715	28.408656	106045000				
4/23/12	28.31226896	28.47875929	28.06691174	28.145776	61398200				
4/24/12	28.22464028	28.49628471	27.89165874	27.970523	40871100				
4/25/12	27.97052266	28.32103046	27.92671006	28.215879	62495500				
4/26/12	28.14577594	28.24216647	27.97052292	28.137015	40308100				
4/27/12	28.14577586	28.23340456	27.93547117	28.023099	41419100				
4/30/12	28.02309922	28.13701513	27.97052305	28.05815	35697200				
5/1/12	28.08443766	28.3385567	27.99681246	28.049386	43832300				
5/2/12	27.90918435	27.97928591	27.72516688	27.86537	37385300				
5/3/12	27.93547147	27.95299773	27.69888045	27.83032	31501300				
5/4/12	27.55867654	27.663828	27.09425283	27.146829	57927200				
5/7/12	26.90147435	27.04167747	26.78755844	26.85766	48641400				
5/8/12	26.70869461	26.97157634	26.43705106	26.72622	46328300				
5/9/12	26.45457824	27.01538987	26.3757131	26.954051	50309300				
5/10/12	27.04167822	27.18188047	26.68240772	26.936525	43839200				
5/11/12	26.89271221	27.63754129	26.89271221	27.304558	43459300				
5/14/12	27.00662673	27.1994069	26.84889734	26.883949	40528900				
5/15/12	27.02507131	27.1661944	26.59288272	26.645803	61822800		$0.20 		
5/16/12	26.73400504	26.74282612	26.23125491	26.372378	60083700				
5/17/12	26.4517601	26.64580348	26.20479381	26.213614	48484000				
5/18/12	26.27535796	26.29299658	25.72850506	25.816707	56205300				
5/21/12	25.66676244	26.27535666	25.63148078	26.240075	38787900				
5/22/12	26.18715553	26.35473744	26.01957097	26.248896	39504900				
5/23/12	25.88726776	25.93136873	25.26103314	25.675584	65171000				
5/24/12	25.71968374	25.84316556	25.36687601	25.640302	52575000				
5/25/12	25.75496648	25.89608957	25.58738191	25.631482	29507200				
5/29/12	25.91372752	26.2136141	25.77260442	26.072491	37758800				
5/30/12	25.88726819	26.00193071	25.68440462	25.878448	41585500				
5/31/12	25.84316536	25.94900856	25.52564017	25.746145	39134000				
6/1/12	25.36687611	25.5432791	25.08463081	25.093451	56634300				
6/4/12	25.24339512	25.38451822	24.97878843	25.181652	47926300				
6/5/12	25.146372	25.35805665	25.04052879	25.146372	45715400				
6/6/12	25.47271802	25.90490927	25.41097667	25.887268	46860500				
6/7/12	26.14305204	26.19597497	25.72850384	25.781425	37792800				
6/8/12	25.76378361	26.17833358	25.62266052	26.151873	42551100				
6/11/12	26.22243505	26.29299572	25.41979745	25.490359	46361900				
6/12/12	25.66676245	25.84316543	25.43743742	25.834347	35337900				
6/13/12	25.77260474	25.96665076	25.62266145	25.693223	32984600				
6/14/12	25.86962781	25.98428944	25.47271821	25.878448	39458900				
6/15/12	26.09895268	26.53114216	26.01075074	26.478221	62314400				
6/18/12	26.4517599	26.48704156	26.2047936	26.319457	58679900				
6/19/12	26.62816415	27.43962192	26.50467968	27.077994	75725800				
6/20/12	27.280858	27.38669944	27.02507151	27.280858	36257100				
6/21/12	27.30731786	27.46608134	26.51350045	26.584062	48456600				
6/22/12	26.72518451	27.1044537	26.48704106	27.077994	45098100				
6/25/12	26.72518454	26.74282581	26.12541317	26.345918	42217200				
6/26/12	26.46058061	26.69872584	26.40766033	26.478221	38421300				
6/27/12	26.62816527	26.90159039	26.48704217	26.610524	33781700				
6/28/12	26.44293935	26.50467982	25.94900853	26.381198	45328400				
6/29/12	26.85749017	27.06917482	26.58406241	26.980972	55227200				
7/2/12	27.00743393	27.00743393	26.64580422	26.954511	30589100				
7/3/12	26.66344475	27.130915	26.61052359	27.130915	20938100				
7/5/12	26.98097099	27.14855555	26.79574605	27.077994	28801900				
7/6/12	26.99861211	27.07799385	26.41647936	26.628164	38294800				
7/9/12	26.5664232	26.66344445	26.26653663	26.46058	30680800				
7/10/12	26.53114157	26.6546234	26.02839055	26.231255	37534100				
7/11/12	26.20479393	26.23125539	25.67558409	25.843166	39184900				
7/12/12	25.71086394	25.73732452	25.17283302	25.252213	63523600				
7/13/12	25.36687669	26.00193062	25.33159503	25.922548	39085000				
7/16/12	26.00192989	26.04603174	25.61384227	25.96665	27900600				
7/17/12	26.14305273	26.33709875	25.75496598	26.160694	33771300				
7/18/12	26.10777267	26.85749	25.98428908	26.85749	41090400				
7/19/12	26.91040991	27.16619463	26.79574651	27.051533	46663200				
7/20/12	27.34259913	27.38669921	26.50467988	26.566423	64021700				
7/23/12	26.08131173	26.09013192	25.5873809	25.825527	55151900				
7/24/12	25.79024474	25.89608794	25.49035817	25.710863	47723300				
7/25/12	25.79024594	25.86962768	25.38451791	25.428618	45579500				
7/26/12	25.78142535	26.01957058	25.65794265	25.719684	45301400				
7/27/12	26.00193058	26.32827774	25.73732477	26.248896	44242600				
7/30/12	26.24007601	26.30181737	25.98428951	26.143053	28905000				
7/31/12	26.00193008	26.20479364	25.86962717	25.993109	37620900				
8/1/12	26.09895248	26.15187364	25.76378425	25.940189	31721800				
8/2/12	25.76378362	26.04603157	25.55209898	25.746145	39520500				
8/3/12	26.04603163	26.40765955	26.00192978	26.240075	35859400				
8/6/12	26.46058008	26.55760309	26.29299553	26.41648	27471800				
8/7/12	26.52232133	26.76928674	26.34591834	26.689905	28002900				
8/8/12	26.6458038	26.87512883	26.55760362	26.751647	26257600				
8/9/12	26.80456699	27.0338929	26.72518525	26.90159	24920800				
8/10/12	26.90158955	27.00743275	26.68108471	26.831028	27810300				
8/13/12	26.76928711	26.86630835	26.60170343	26.804567	23049100				
8/14/12	26.90223162	26.98213924	26.64475239	26.751295	34551400		$0.20 		
8/15/12	26.73353838	26.88447499	26.65362988	26.813446	24351000				
8/16/12	26.95550477	27.47046499	26.86671764	27.328407	35787200				
8/17/12	27.45270625	27.45270625	27.15971165	27.434949	32589900				
8/20/12	27.36391999	27.39055587	27.15083301	27.292891	23737700				
8/21/12	27.31064939	27.48822099	27.17747091	27.346163	28822700				
8/22/12	27.15971223	27.31064885	27.05316785	27.11532	33437400				
8/23/12	26.98213923	26.99101874	26.70690276	26.866718	28355600				
8/24/12	26.85783952	27.19522637	26.79568915	27.133076	22943300				
8/27/12	27.4615851	27.48822008	27.15971187	27.248499	34691100				
8/28/12	27.25737815	27.34616262	27.09756202	27.195226	23947900				
8/29/12	27.212984	27.30177024	27.02653377	27.212984	23346800				
8/30/12	27.106441	27.17746999	26.83120187	26.919989	23982100				
8/31/12	27.16859027	27.48821985	26.97325964	27.36392	36590100				
9/4/12	27.03541252	27.22186275	26.7690529	26.982139	48556700				
9/5/12	26.83120238	27.10644152	26.82232376	26.982139	33650000				
9/6/12	27.07980491	27.84336751	27.04428953	27.834488	48371700				
9/7/12	27.55925062	27.5858856	27.28401238	27.479343	42649100				
9/10/12	27.37279976	27.43495013	27.08868377	27.275134	40524000				
9/11/12	27.24849876	27.4438276	27.17746976	27.337285	25191800				
9/12/12	27.47046499	27.68355109	27.28401299	27.328407	32775800				
9/13/12	27.4260691	27.68355009	26.99101741	27.470464	45047300				
9/14/12	27.5326144	27.74570139	27.35504102	27.710186	51422800				
9/17/12	27.69243053	27.75458001	27.55925116	27.710186	36488500				
9/18/12	27.612522	27.71018599	27.55037252	27.683551	34542700				
9/19/12	27.60364339	27.69243052	27.55925115	27.568128	48871900				
9/20/12	27.47934377	27.94990999	27.44382839	27.923275	45543000				
9/21/12	27.90551609	28.06533222	27.60364287	27.69243	102348900				
9/24/12	27.52373585	27.58588622	27.20410448	27.328407	46825900				
9/25/12	27.47934375	27.52373598	26.9555049	26.982139	54266400				
9/26/12	26.88447576	27.16859085	26.67138877	26.78681	54672000				
9/27/12	26.78680962	26.99101798	26.53820726	26.777931	47129900				
9/28/12	26.79568924	26.86671823	26.40502975	26.422787	54229300				
10/1/12	26.46717809	26.61811559	26.12091263	26.183063	54042700				
10/2/12	26.35175725	26.53820747	26.19194201	26.334	43338900				
10/3/12	26.41390725	26.62699423	26.34287825	26.511573	46655900				
10/4/12	26.60923648	26.66251	26.25409239	26.66251	43634900				
10/5/12	26.84008173	26.85783898	26.40502913	26.502694	41133900				
10/8/12	26.31624148	26.56484385	26.23633387	26.440544	29752000				
10/9/12	26.35175709	26.40502883	25.90782587	25.996613	45121100				
10/10/12	25.88118961	26.02324671	25.70361802	25.730253	47227100				
10/11/12	25.94333908	25.96997584	25.63258901	25.703618	41488500				
10/12/12	25.72137386	26.0321266	25.57043725	25.925584	46464700				
10/15/12	26.07652114	26.38727123	25.96997676	26.200821	42440200				
10/16/12	26.14754939	26.40502861	26.03212639	26.183063	47739400				
10/17/12	26.014369	26.31624223	25.82791877	26.27185	44206100				
10/18/12	26.32512137	26.39615036	25.97885501	26.191942	59238500				
10/19/12	25.79240361	25.81904037	25.30408014	25.42838	90470800				
10/22/12	25.50828757	25.59707382	24.70921139	24.860148	83374000				
10/23/12	24.6559404	25.03772214	24.64706178	24.904541	64414800				
10/24/12	25.00220623	25.03772162	24.74472701	24.771362	53320400				
10/25/12	25.02884313	25.03772176	24.73584853	24.753604	54084300				
10/26/12	24.73584892	25.16202201	24.71809078	25.046599	57790000				
10/31/12	25.34847185	25.64146645	25.30407961	25.339595	69464100				
11/1/12	25.60595352	26.24521361	25.58819627	26.2097	72047900				
11/2/12	26.27184962	26.43166486	26.04100539	26.191942	57131600				
11/5/12	26.29848615	26.40502876	26.04100516	26.307363	38070800				
11/6/12	26.47605762	26.81344623	26.28960739	26.511573	43401500				
11/7/12	26.21857899	26.48493684	25.79240324	25.81904	57871800				
11/8/12	25.85455614	26.07652176	25.57043838	25.579317	49841800				
11/9/12	25.64146623	25.91670536	25.57931586	25.597074	43291200				
11/12/12	25.69474075	25.75689024	25.04659938	25.055478	61112300				
11/13/12	24.18717592	24.43781934	23.94548319	24.249837	131689200		$0.23 		
11/14/12	24.38411029	24.4288691	23.99023978	24.026047	76086100				
11/15/12	24.06185191	24.14241615	23.83806236	23.864918	50955600				
11/16/12	23.87387074	23.90072638	23.57846851	23.739597	64083300				
11/19/12	23.99023918	23.99023918	23.69483697	23.927579	57179300				
11/20/12	23.95443481	23.99024024	23.68588644	23.909676	47070400				
11/21/12	23.90967524	24.32144891	23.8738698	24.124515	66360300				
11/23/12	24.37515873	24.85854418	24.34830488	24.795884	57845700				
11/26/12	24.65265852	24.68846396	24.32144908	24.518383	85198700				
11/27/12	24.4915302	24.50943158	24.20507957	24.240885	45018600				
11/28/12	24.17822373	24.51838296	23.96338575	24.49153	53018400				
11/29/12	24.26774032	24.49152987	24.04395076	24.124515	69551400				
11/30/12	24.21402925	24.28564191	23.71274153	23.829113	83690200				
12/3/12	23.97233828	24.00814371	23.63217725	23.659032	53173800				
12/4/12	23.72169267	23.83806235	23.57846736	23.605323	49777500				
12/5/12	23.61427322	24.10661114	23.50685513	23.87387	68283800				
12/6/12	23.99919076	24.15136855	23.82016091	23.927579	39182300				
12/7/12	24.00814386	24.00814386	23.60532355	23.685886	46162100				
12/10/12	23.77540109	24.14241596	23.73959566	24.115563	47031100				
12/11/12	24.21402938	24.6078999	24.21402938	24.455723	52282800				
12/12/12	24.64370678	24.72427102	24.24088468	24.38411	43966300				
12/13/12	24.45572233	24.63475397	24.12451469	24.26774	45080100				
12/14/12	24.26774127	24.28564264	23.90072638	23.999192	42077500				
12/17/12	23.98128984	24.36620609	23.88282154	24.258788	42046100				
12/18/12	24.39306184	24.73322108	24.29459354	24.67056	50486900				
12/19/12	24.78693293	24.82273836	24.3930624	24.446771	53519900				
12/20/12	24.49153026	24.77798	24.30354613	24.77798	52607300				
12/21/12	24.572094	24.60789943	24.16927191	24.572094	98776500				
12/24/12	24.34830494	24.39306196	24.1692724	24.222981	20842400				
12/26/12	24.1961279	24.3483048	23.90072568	24.043951	31631100				
12/27/12	24.07080392	24.24983647	23.78435419	24.133465	39394000				
12/28/12	23.90967532	24.07975627	23.76645	23.76645	28239900				
12/31/12	23.8022579	23.96338639	23.60532398	23.909676	42749500				
1/2/13	24.39306156	24.82273751	24.30354574	24.724271	52899300				
1/3/13	24.73322124	24.7511253	24.31249776	24.393062	48294400				
1/4/13	24.41096486	24.47362594	23.92757942	23.936531	52521100				
1/7/13	23.96338576	24.06185227	23.8470143	23.891774	37110400				
1/8/13	23.94548254	23.98128976	23.68588576	23.76645	44703100				
1/9/13	23.91862637	23.94548202	23.77540106	23.900725	49047900				
1/10/13	23.85596696	24.15136918	23.53371089	23.685886	71431300				
1/11/13	23.71274121	24.10661082	23.52475888	24.017095	55512100				
1/14/13	24.07975648	24.24088496	23.95443432	24.070804	48324400				
1/15/13	24.01709576	24.42886945	24.01709576	24.357255	48244500				
1/16/13	24.30354551	24.37515817	24.17822336	24.205079	41077400				
1/17/13	24.3393534	24.58999592	24.22298104	24.393062	51685900				
1/18/13	24.25878826	24.42886922	24.20507967	24.393062	52167700				
1/22/13	24.43781884	24.57209436	24.16927227	24.303546	58650600				
1/23/13	24.34830413	24.74217196	24.34830413	24.715319	50387700				
1/24/13	24.79588387	25.12709152	24.58999568	24.733221	101739300				
1/25/13	24.68846442	25.27031728	24.51838346	24.957011	81847700				
1/28/13	25.07338182	25.27031663	24.84959227	24.983866	56056500				
1/29/13	24.90330194	25.18080009	24.70636713	25.073382	49242600				
1/30/13	25.07338232	25.2345117	24.84959276	24.930157	43580500				
1/31/13	24.87644779	25.03757448	24.52733519	24.572094	50530000				
2/1/13	24.76902885	25.1091881	24.66160897	25.00177	55565900				
2/4/13	24.94806003	25.08233286	24.54523794	24.563142	50540000				
2/5/13	24.72427088	24.76007631	24.49152974	24.616851	35410400				
2/6/13	24.50943143	24.65265854	24.39306176	24.473626	41889600				
2/7/13	24.48257718	24.51838261	24.25878763	24.419917	38028300				
2/8/13	24.48257824	24.80483432	24.44677102	24.661609	33318500				
2/11/13	24.75112488	24.9928176	24.61685114	24.939109	32247700				
2/12/13	24.957011	25.06443088	24.84064132	24.957011	35990900				
2/13/13	25.00176928	25.16289866	24.95701048	25.091286	41715600				
2/14/13	24.99281812	25.11813937	24.9480611	25.100238	32663200				
2/15/13	25.10023764	25.20765573	24.95701054	25.073382	49650900				
2/19/13	25.16363818	25.35317868	25.09143261	25.317075	38781400		$0.23 		
2/20/13	25.38928028	25.45246195	25.11851032	25.154614	44110200				
2/21/13	25.03727838	25.03727838	24.57696793	24.811636	49078500				
2/22/13	24.98312444	25.05533	24.80261053	25.05533	31425900				
2/25/13	25.24486891	25.31707448	24.703329	24.703329	48011800				
2/26/13	24.71235289	24.91091909	24.67625101	24.703329	49923300				
2/27/13	24.74845678	25.27194712	24.66722552	25.100458	36394700				
2/28/13	25.16363756	25.24486882	25.03727873	25.091432	35840200				
3/1/13	25.01922621	25.25389518	24.8387132	25.226819	34849700				
3/4/13	25.13656114	25.407332	25.00117662	25.407332	38157500				
3/5/13	25.53369373	25.75933612	25.41635878	25.587847	41432200				
3/6/13	25.46148544	25.47953773	25.07338235	25.353178	51448500				
3/7/13	25.37123072	25.52466754	25.28097286	25.398306	29196700				
3/8/13	25.49758938	25.56979495	25.23584332	25.271947	37667800				
3/11/13	25.21779387	25.24486915	24.97409919	25.154614	36627500				
3/12/13	25.12753613	25.22681968	24.94702132	25.190716	39255200				
3/13/13	25.15461343	25.28999795	25.04630418	25.199741	29093400				
3/14/13	25.27194717	25.41635829	25.2087673	25.398306	55914800				
3/15/13	25.2990253	25.41635844	25.25389592	25.308051	92710300				
3/18/13	25.1636378	25.52466742	25.10045793	25.362204	44809400				
3/19/13	25.38025673	25.47051188	25.29902547	25.43441	51901600				
3/20/13	25.57882039	25.71420582	25.43440927	25.560769	35447800				
3/21/13	25.37123	25.59687238	25.31707402	25.37123	34233200				
3/22/13	25.44343573	25.57882026	25.36220357	25.497589	28720900				
3/25/13	25.54271683	25.58784621	25.23584319	25.416358	44154000				
3/26/13	25.48856356	25.57882052	25.37123043	25.416358	27824300				
3/27/13	25.39830521	25.67810356	25.34415194	25.605898	36047400				
3/28/13	25.56076894	25.86764257	25.50661476	25.822515	55453800				
4/1/13	25.84959028	25.86764257	25.59687262	25.822515	29201100				
4/2/13	25.8044633	26.03913138	25.74128343	25.994002	28456500				
4/3/13	25.94887411	26.12938892	25.75933541	25.777385	35062800				
4/4/13	25.62394849	25.8225156	25.51564105	25.813489	45263200				
4/5/13	25.47051083	25.97595156	25.37122999	25.903746	50927300				
4/8/13	25.93082273	25.93082273	25.69615375	25.804463	34759500				
4/9/13	25.93082193	26.91462269	25.88569346	26.725084	77733800				
4/10/13	26.68898074	27.36590788	26.64385226	27.329806	71116700				
4/11/13	26.26477322	26.35503108	25.9308225	26.120363	130923200				
4/12/13	26.03913127	26.19256809	25.86764306	25.984978	62886300				
4/15/13	25.85861632	26.15646425	25.73225659	25.89472	56332900				
4/16/13	26.08426003	26.30087582	25.90374703	26.147439	52797300				
4/17/13	26.03913139	26.21062051	25.813489	26.02108	52840700				
4/18/13	26.12938913	26.15646531	25.72323193	25.984978	56906600				
4/19/13	26.73411047	27.29370268	26.72508478	26.869495	99790700				
4/22/13	27.34785624	28.14211834	27.32078006	27.826219	137904000				
4/23/13	27.70888586	27.88939886	27.4200618	27.618628	59126900				
4/24/13	27.63668061	28.81002013	27.61862832	28.665609	90946600				
4/25/13	28.62047821	29.64038265	28.4670432	28.828071	110700200				
4/26/13	28.79196774	28.86417331	28.38581236	28.692686	47799300				
4/29/13	28.70170988	29.49597196	28.6746337	29.432793	59116400				
4/30/13	29.38766516	29.8840784	29.13494388	29.87505	75165200				
5/1/13	29.7216147	29.85700193	29.42376495	29.532076	54330900				
5/2/13	29.45084505	29.93822989	29.23422655	29.929206	46059500				
5/3/13	29.99238512	30.25413028	29.8570015	30.227055	46784600				
5/6/13	30.16387225	30.60613313	30.01043723	30.461722	40978300				
5/7/13	30.37146654	30.49782538	30.00141304	30.064592	43078300				
5/8/13	29.84797376	30.00141238	29.46889637	29.77577	51595700				
5/9/13	29.64940741	29.78479464	29.41474113	29.477921	46417800				
5/10/13	29.48694471	29.53207589	29.17104718	29.504997	36394900				
5/13/13	29.4327936	29.84797468	29.37863762	29.811871	36027600				
5/14/13	29.8664068	30.475367	29.81187107	30.475367	56870100		$0.23 		
5/15/13	30.40265731	30.81166256	30.38447843	30.766214	46303900				
5/16/13	30.57534592	31.0388869	30.49354505	30.975264	59382900				
5/17/13	31.0207079	31.693291	30.99343822	31.693291	60666700				
5/20/13	31.5660457	31.90233633	31.52060077	31.884162	54020800				
5/21/13	31.90233663	32.0568512	31.55695792	31.675112	48702400				
5/22/13	31.62058074	31.66602475	31.22975437	31.456979	66047500				
5/23/13	31.11159606	31.40244268	30.81166137	31.038886	51102700				
5/24/13	30.82983669	31.15704108	30.81166236	31.147953	33174400				
5/28/13	31.28428606	31.97505077	31.27519889	31.829627	48212100				
5/29/13	31.57513711	31.82962689	31.42062254	31.702382	38412200				
5/30/13	31.67511136	32.03867258	31.63875814	31.838714	51131000				
5/31/13	31.6478463	32.06593871	31.62058025	31.72056	56165700				
6/3/13	31.73873516	32.38405585	31.65693793	32.347699	51252600				
6/4/13	32.37496434	32.48403489	31.60240151	31.802361	65529500				
6/5/13	31.44788736	31.71146884	31.29337642	31.61149	46025100				
6/6/13	31.66602508	31.9114286	31.34791241	31.775092	37618500				
6/7/13	32.03867343	32.52038875	31.86598362	32.420409	40757300				
6/10/13	32.27498521	32.40223465	31.93869367	32.238632	35994500				
6/11/13	31.85689278	31.9750505	31.52060123	31.666025	39435900				
6/12/13	31.93869389	32.05685161	31.6751124	31.811449	37372700				
6/13/13	31.80236151	31.82962665	31.43880028	31.556958	45654900				
6/14/13	31.40244305	31.52968884	31.1297744	31.266111	53192600				
6/17/13	31.52968954	31.95687277	31.47515745	31.811449	49670100				
6/18/13	31.78418192	31.9659589	31.72055994	31.79327	28616500				
6/19/13	31.77509155	31.89324926	31.4388	31.4388	30816200				
6/20/13	31.13886122	31.20248775	30.32994245	30.439013	54493700				
6/21/13	30.59352544	30.65714834	30.03909641	30.239055	85338500				
6/24/13	29.93911731	31.0843313	29.60282576	30.64806	56109000				
6/25/13	30.97526404	31.24793269	30.41174422	30.602612	44073400				
6/26/13	31.01161724	31.33882163	30.80257058	31.220663	48665900				
6/27/13	31.37517706	31.61148976	31.35699909	31.466066	28993100				
6/28/13	31.24793224	31.62058063	31.21157539	31.393356	65545500				
